index, memory location, data type, hex value, dec, voltage
[435], 0x001F66, int, 0x07F0, 2032, 1.63670654296875
[436], 0x001F68, int, 0x07AF, 1967, 1.58433837890625
[437], 0x001F6A, int, 0x0786, 1926, 1.55130615234375
[438], 0x001F6C, int, 0x0791, 1937, 1.56016845703125
[439], 0x001F6E, int, 0x0787, 1927, 1.55211181640625
[440], 0x001F70, int, 0x07AD, 1965, 1.58272705078125
[441], 0x001F72, int, 0x07BF, 1983, 1.59722900390625
[442], 0x001F74, int, 0x0808, 2056, 1.65604248046875
[443], 0x001F76, int, 0x0833, 2099, 1.69068603515625
[444], 0x001F78, int, 0x0872, 2162, 1.74144287109375
[445], 0x001F7A, int, 0x0894, 2196, 1.76883544921875
[446], 0x001F7C, int, 0x0891, 2193, 1.76641845703125
[447], 0x001F7E, int, 0x087F, 2175, 1.75191650390625
[448], 0x001F80, int, 0x085F, 2143, 1.72613525390625
[449], 0x001F82, int, 0x0825, 2085, 1.67940673828125
[450], 0x001F84, int, 0x07F3, 2035, 1.63912353515625
[451], 0x001F86, int, 0x07A7, 1959, 1.57789306640625
[452], 0x001F88, int, 0x079A, 1946, 1.56741943359375
[453], 0x001F8A, int, 0x0788, 1928, 1.55291748046875
[454], 0x001F8C, int, 0x0797, 1943, 1.56500244140625
[455], 0x001F8E, int, 0x079F, 1951, 1.57144775390625
[456], 0x001F90, int, 0x07DA, 2010, 1.61898193359375
[457], 0x001F92, int, 0x07F8, 2040, 1.64315185546875
[458], 0x001F94, int, 0x0831, 2097, 1.68907470703125
[459], 0x001F96, int, 0x084F, 2127, 1.71324462890625
[460], 0x001F98, int, 0x087C, 2172, 1.74949951171875
[461], 0x001F9A, int, 0x086C, 2156, 1.73660888671875
[462], 0x001F9C, int, 0x0857, 2135, 1.71968994140625
[463], 0x001F9E, int, 0x083F, 2111, 1.70035400390625
[464], 0x001FA0, int, 0x07FE, 2046, 1.64798583984375
[465], 0x001FA2, int, 0x07C4, 1988, 1.60125732421875
[466], 0x001FA4, int, 0x0790, 1936, 1.55936279296875
[467], 0x001FA6, int, 0x076F, 1903, 1.53277587890625
[468], 0x001FA8, int, 0x076A, 1898, 1.52874755859375
[469], 0x001FAA, int, 0x076C, 1900, 1.53035888671875
[470], 0x001FAC, int, 0x0793, 1939, 1.56177978515625
[471], 0x001FAE, int, 0x07AF, 1967, 1.58433837890625
[472], 0x001FB0, int, 0x0808, 2056, 1.65604248046875
[473], 0x001FB2, int, 0x0827, 2087, 1.68101806640625
[474], 0x001FB4, int, 0x085F, 2143, 1.72613525390625
[475], 0x001FB6, int, 0x0867, 2151, 1.73258056640625
[476], 0x001FB8, int, 0x0876, 2166, 1.74466552734375
[477], 0x001FBA, int, 0x0858, 2136, 1.72049560546875
[478], 0x001FBC, int, 0x082F, 2095, 1.68746337890625
[479], 0x001FBE, int, 0x07EF, 2031, 1.63590087890625
[480], 0x001FC0, int, 0x07BC, 1980, 1.59481201171875
[481], 0x001FC2, int, 0x0787, 1927, 1.55211181640625
[482], 0x001FC4, int, 0x0787, 1927, 1.55211181640625
[483], 0x001FC6, int, 0x075F, 1887, 1.51988525390625
[484], 0x001FC8, int, 0x0780, 1920, 1.54647216796875
[485], 0x001FCA, int, 0x0793, 1939, 1.56177978515625
[486], 0x001FCC, int, 0x07CF, 1999, 1.61011962890625
[487], 0x001FCE, int, 0x080A, 2058, 1.65765380859375
[488], 0x001FD0, int, 0x084B, 2123, 1.71002197265625
[489], 0x001FD2, int, 0x087F, 2175, 1.75191650390625
[490], 0x001FD4, int, 0x088B, 2187, 1.76158447265625
[491], 0x001FD6, int, 0x0886, 2182, 1.75755615234375
[492], 0x001FD8, int, 0x0861, 2145, 1.72774658203125
[493], 0x001FDA, int, 0x083B, 2107, 1.69713134765625
[494], 0x001FDC, int, 0x0805, 2053, 1.65362548828125
[495], 0x001FDE, int, 0x07DD, 2013, 1.62139892578125
[496], 0x001FE0, int, 0x07A1, 1953, 1.57305908203125
[497], 0x001FE2, int, 0x0787, 1927, 1.55211181640625
[498], 0x001FE4, int, 0x076E, 1902, 1.53197021484375
[499], 0x001FE6, int, 0x0784, 1924, 1.54969482421875
[500], 0x001FE8, int, 0x07BF, 1983, 1.59722900390625
[501], 0x001FEA, int, 0x07DB, 2011, 1.61978759765625
[502], 0x001FEC, int, 0x081E, 2078, 1.67376708984375
[503], 0x001FEE, int, 0x084C, 2124, 1.71082763671875
[504], 0x001FF0, int, 0x0880, 2176, 1.75272216796875
[505], 0x001FF2, int, 0x0875, 2165, 1.74385986328125
[506], 0x001FF4, int, 0x087A, 2170, 1.74788818359375
[507], 0x001FF6, int, 0x084C, 2124, 1.71082763671875
[508], 0x001FF8, int, 0x0821, 2081, 1.67618408203125
[509], 0x001FFA, int, 0x07DF, 2015, 1.62301025390625
[510], 0x001FFC, int, 0x07AF, 1967, 1.58433837890625
[511], 0x001FFE, int, 0x0786, 1926, 1.55130615234375
