index, memory location, data type, hex value, dec, voltage
[438], 0x001F6C, int, 0x02F9, 761, 0.22280273437499998
[439], 0x001F6E, int, 0x01CA, 458, 0.134033203125
[440], 0x001F70, int, 0x013C, 316, 0.09243164062499999
[441], 0x001F72, int, 0x00C3, 195, 0.056982421875
[442], 0x001F74, int, 0x00C0, 192, 0.056103515624999996
[443], 0x001F76, int, 0x017E, 382, 0.11176757812499999
[444], 0x001F78, int, 0x022B, 555, 0.162451171875
[445], 0x001F7A, int, 0x030A, 778, 0.22778320312499997
[446], 0x001F7C, int, 0x0449, 1097, 0.321240234375
[447], 0x001F7E, int, 0x051C, 1308, 0.383056640625
[448], 0x001F80, int, 0x05E9, 1513, 0.443115234375
[449], 0x001F82, int, 0x0690, 1680, 0.492041015625
[450], 0x001F84, int, 0x05D8, 1496, 0.43813476562500003
[451], 0x001F86, int, 0x055C, 1372, 0.401806640625
[452], 0x001F88, int, 0x043B, 1083, 0.317138671875
[453], 0x001F8A, int, 0x035B, 859, 0.251513671875
[454], 0x001F8C, int, 0x0284, 644, 0.18852539062499998
[455], 0x001F8E, int, 0x015F, 351, 0.10268554687499999
[456], 0x001F90, int, 0x00E2, 226, 0.06606445312499999
[457], 0x001F92, int, 0x009A, 154, 0.044970703125
[458], 0x001F94, int, 0x00B7, 183, 0.053466796875
[459], 0x001F96, int, 0x016E, 366, 0.10708007812499999
[460], 0x001F98, int, 0x022E, 558, 0.163330078125
[461], 0x001F9A, int, 0x0372, 882, 0.258251953125
[462], 0x001F9C, int, 0x046A, 1130, 0.330908203125
[463], 0x001F9E, int, 0x0572, 1394, 0.408251953125
[464], 0x001FA0, int, 0x05D9, 1497, 0.438427734375
[465], 0x001FA2, int, 0x05E6, 1510, 0.442236328125
[466], 0x001FA4, int, 0x05AE, 1454, 0.425830078125
[467], 0x001FA6, int, 0x050C, 1292, 0.378369140625
[468], 0x001FA8, int, 0x0438, 1080, 0.316259765625
[469], 0x001FAA, int, 0x036F, 879, 0.257373046875
[470], 0x001FAC, int, 0x01FB, 507, 0.148388671875
[471], 0x001FAE, int, 0x0146, 326, 0.09536132812499999
[472], 0x001FB0, int, 0x00D8, 216, 0.06313476562499999
[473], 0x001FB2, int, 0x00BD, 189, 0.055224609375
[474], 0x001FB4, int, 0x0101, 257, 0.07514648437499999
[475], 0x001FB6, int, 0x018D, 397, 0.11616210937499999
[476], 0x001FB8, int, 0x024E, 590, 0.172705078125
[477], 0x001FBA, int, 0x039F, 927, 0.271435546875
[478], 0x001FBC, int, 0x0488, 1160, 0.339697265625
[479], 0x001FBE, int, 0x0581, 1409, 0.412646484375
[480], 0x001FC0, int, 0x05EF, 1519, 0.444873046875
[481], 0x001FC2, int, 0x0607, 1543, 0.451904296875
[482], 0x001FC4, int, 0x058F, 1423, 0.416748046875
[483], 0x001FC6, int, 0x04EC, 1260, 0.368994140625
[484], 0x001FC8, int, 0x043C, 1084, 0.317431640625
[485], 0x001FCA, int, 0x0344, 836, 0.24477539062499998
[486], 0x001FCC, int, 0x01EF, 495, 0.144873046875
[487], 0x001FCE, int, 0x0142, 322, 0.09418945312499999
[488], 0x001FD0, int, 0x00D9, 217, 0.06342773437499999
[489], 0x001FD2, int, 0x00B2, 178, 0.052001953125
[490], 0x001FD4, int, 0x00F7, 247, 0.07221679687499999
[491], 0x001FD6, int, 0x01EE, 494, 0.14458007812499998
[492], 0x001FD8, int, 0x02E3, 739, 0.21635742187499998
[493], 0x001FDA, int, 0x0420, 1056, 0.30922851562500003
[494], 0x001FDC, int, 0x04E7, 1255, 0.367529296875
[495], 0x001FDE, int, 0x058B, 1419, 0.415576171875
[496], 0x001FE0, int, 0x05F3, 1523, 0.446044921875
[497], 0x001FE2, int, 0x05E0, 1504, 0.440478515625
[498], 0x001FE4, int, 0x0595, 1429, 0.418505859375
[499], 0x001FE6, int, 0x04F4, 1268, 0.371337890625
[500], 0x001FE8, int, 0x0396, 918, 0.268798828125
[501], 0x001FEA, int, 0x02BB, 699, 0.20463867187499998
[502], 0x001FEC, int, 0x0187, 391, 0.11440429687499999
[503], 0x001FEE, int, 0x0106, 262, 0.07661132812499999
[504], 0x001FF0, int, 0x00B1, 177, 0.051708984375
[505], 0x001FF2, int, 0x00CB, 203, 0.059326171875
[506], 0x001FF4, int, 0x0152, 338, 0.09887695312499999
[507], 0x001FF6, int, 0x01FE, 510, 0.149267578125
[508], 0x001FF8, int, 0x0376, 886, 0.25942382812500003
[509], 0x001FFA, int, 0x042D, 1069, 0.313037109375
[510], 0x001FFC, int, 0x04D0, 1232, 0.360791015625
[511], 0x001FFE, int, 0x0595, 1429, 0.418505859375
