index, memory location, data type, hex value, dec, voltage
[428], 0x001F58, int, 0x0E76, 3702, 2.9821655273437497
[429], 0x001F5A, int, 0x0BED, 3053, 2.45928955078125
[430], 0x001F5C, int, 0x0807, 2055, 1.65523681640625
[431], 0x001F5E, int, 0x0533, 1331, 1.0719360351562501
[432], 0x001F60, int, 0x056A, 1386, 1.1162475585937501
[433], 0x001F62, int, 0x0871, 2161, 1.74063720703125
[434], 0x001F64, int, 0x0C65, 3173, 2.55596923828125
[435], 0x001F66, int, 0x0E89, 3721, 2.99747314453125
[436], 0x001F68, int, 0x0D92, 3474, 2.79847412109375
[437], 0x001F6A, int, 0x09FC, 2556, 2.05887451171875
[438], 0x001F6C, int, 0x0655, 1621, 1.30557861328125
[439], 0x001F6E, int, 0x04E3, 1251, 1.0074829101562501
[440], 0x001F70, int, 0x06B0, 1712, 1.37889404296875
[441], 0x001F72, int, 0x0A77, 2679, 2.15797119140625
[442], 0x001F74, int, 0x0DD8, 3544, 2.85487060546875
[443], 0x001F76, int, 0x0E73, 3699, 2.97974853515625
[444], 0x001F78, int, 0x0BF4, 3060, 2.46492919921875
[445], 0x001F7A, int, 0x07F3, 2035, 1.63912353515625
[446], 0x001F7C, int, 0x052F, 1327, 1.06871337890625
[447], 0x001F7E, int, 0x0567, 1383, 1.11383056640625
[448], 0x001F80, int, 0x086B, 2155, 1.73580322265625
[449], 0x001F82, int, 0x0C5E, 3166, 2.55032958984375
[450], 0x001F84, int, 0x0E8D, 3725, 3.00069580078125
[451], 0x001F86, int, 0x0DA3, 3491, 2.81217041015625
[452], 0x001F88, int, 0x09FD, 2557, 2.05968017578125
[453], 0x001F8A, int, 0x0646, 1606, 1.29349365234375
[454], 0x001F8C, int, 0x04E3, 1251, 1.0074829101562501
[455], 0x001F8E, int, 0x06AA, 1706, 1.37406005859375
[456], 0x001F90, int, 0x0A83, 2691, 2.16763916015625
[457], 0x001F92, int, 0x0DD2, 3538, 2.85003662109375
[458], 0x001F94, int, 0x0E78, 3704, 2.98377685546875
[459], 0x001F96, int, 0x0BF6, 3062, 2.46654052734375
[460], 0x001F98, int, 0x07FB, 2043, 1.64556884765625
[461], 0x001F9A, int, 0x052E, 1326, 1.0679077148437501
[462], 0x001F9C, int, 0x0567, 1383, 1.11383056640625
[463], 0x001F9E, int, 0x087D, 2173, 1.75030517578125
[464], 0x001FA0, int, 0x0C60, 3168, 2.55194091796875
[465], 0x001FA2, int, 0x0E8D, 3725, 3.00069580078125
[466], 0x001FA4, int, 0x0D80, 3456, 2.78397216796875
[467], 0x001FA6, int, 0x09F8, 2552, 2.05565185546875
[468], 0x001FA8, int, 0x0646, 1606, 1.29349365234375
[469], 0x001FAA, int, 0x04E8, 1256, 1.0115112304687501
[470], 0x001FAC, int, 0x06A5, 1701, 1.37003173828125
[471], 0x001FAE, int, 0x0A88, 2696, 2.17166748046875
[472], 0x001FB0, int, 0x0DCD, 3533, 2.84600830078125
[473], 0x001FB2, int, 0x0E73, 3699, 2.97974853515625
[474], 0x001FB4, int, 0x0BDF, 3039, 2.44801025390625
[475], 0x001FB6, int, 0x07F3, 2035, 1.63912353515625
[476], 0x001FB8, int, 0x052D, 1325, 1.06710205078125
[477], 0x001FBA, int, 0x0567, 1383, 1.11383056640625
[478], 0x001FBC, int, 0x087D, 2173, 1.75030517578125
[479], 0x001FBE, int, 0x0C72, 3186, 2.56644287109375
[480], 0x001FC0, int, 0x0E8B, 3723, 2.99908447265625
[481], 0x001FC2, int, 0x0D80, 3456, 2.78397216796875
[482], 0x001FC4, int, 0x09F8, 2552, 2.05565185546875
[483], 0x001FC6, int, 0x0645, 1605, 1.29268798828125
[484], 0x001FC8, int, 0x04E8, 1256, 1.0115112304687501
[485], 0x001FCA, int, 0x06B5, 1717, 1.38292236328125
[486], 0x001FCC, int, 0x0A88, 2696, 2.17166748046875
[487], 0x001FCE, int, 0x0DDE, 3550, 2.85970458984375
[488], 0x001FD0, int, 0x0E6C, 3692, 2.9741088867187497
[489], 0x001FD2, int, 0x0BE7, 3047, 2.45445556640625
[490], 0x001FD4, int, 0x07EB, 2027, 1.63267822265625
[491], 0x001FD6, int, 0x052C, 1324, 1.06629638671875
[492], 0x001FD8, int, 0x056B, 1387, 1.11705322265625
[493], 0x001FDA, int, 0x086D, 2157, 1.73741455078125
[494], 0x001FDC, int, 0x0C71, 3185, 2.56563720703125
[495], 0x001FDE, int, 0x0E92, 3730, 3.00472412109375
[496], 0x001FE0, int, 0x0D88, 3464, 2.79041748046875
[497], 0x001FE2, int, 0x09EE, 2542, 2.04759521484375
[498], 0x001FE4, int, 0x063A, 1594, 1.28382568359375
[499], 0x001FE6, int, 0x04E8, 1256, 1.0115112304687501
[500], 0x001FE8, int, 0x06B2, 1714, 1.38050537109375
[501], 0x001FEA, int, 0x0A91, 2705, 2.17891845703125
[502], 0x001FEC, int, 0x0DE0, 3552, 2.8613159179687497
[503], 0x001FEE, int, 0x0E69, 3689, 2.97169189453125
[504], 0x001FF0, int, 0x0BE6, 3046, 2.45364990234375
[505], 0x001FF2, int, 0x07EC, 2028, 1.63348388671875
[506], 0x001FF4, int, 0x0534, 1332, 1.07274169921875
[507], 0x001FF6, int, 0x056B, 1387, 1.11705322265625
[508], 0x001FF8, int, 0x0890, 2192, 1.76561279296875
[509], 0x001FFA, int, 0x0C78, 3192, 2.5712768554687497
[510], 0x001FFC, int, 0x0E94, 3732, 3.0063354492187497
[511], 0x001FFE, int, 0x0D81, 3457, 2.7847778320312497
[512], 0x002000, int, 0x09F2, 2546, 2.05081787109375
[513], 0x002002, int, 0x063B, 1595, 1.28463134765625
[514], 0x002004, int, 0x04E8, 1256, 1.0115112304687501
[515], 0x002006, int, 0x06B1, 1713, 1.37969970703125
[516], 0x002008, int, 0x0A8C, 2700, 2.17489013671875
[517], 0x00200A, int, 0x0DD7, 3543, 2.85406494140625
[518], 0x00200C, int, 0x0E72, 3698, 2.97894287109375
[519], 0x00200E, int, 0x0BE0, 3040, 2.44881591796875
[520], 0x002010, int, 0x07E4, 2020, 1.62703857421875
[521], 0x002012, int, 0x0533, 1331, 1.0719360351562501
[522], 0x002014, int, 0x0570, 1392, 1.12108154296875
[523], 0x002016, int, 0x0883, 2179, 1.75513916015625
[524], 0x002018, int, 0x0C78, 3192, 2.5712768554687497
[525], 0x00201A, int, 0x0E93, 3731, 3.00552978515625
[526], 0x00201C, int, 0x0D74, 3444, 2.77430419921875
[527], 0x00201E, int, 0x09E7, 2535, 2.04195556640625
[528], 0x002020, int, 0x0639, 1593, 1.28302001953125
[529], 0x002022, int, 0x04E7, 1255, 1.01070556640625
[530], 0x002024, int, 0x06B9, 1721, 1.38614501953125
[531], 0x002026, int, 0x0A8E, 2702, 2.17650146484375
[532], 0x002028, int, 0x0DE1, 3553, 2.86212158203125
[533], 0x00202A, int, 0x0E73, 3699, 2.97974853515625
[534], 0x00202C, int, 0x0BE0, 3040, 2.44881591796875
[535], 0x00202E, int, 0x07DE, 2014, 1.62220458984375
[536], 0x002030, int, 0x0527, 1319, 1.06226806640625
[537], 0x002032, int, 0x056F, 1391, 1.1202758789062501
[538], 0x002034, int, 0x0891, 2193, 1.76641845703125
[539], 0x002036, int, 0x0C78, 3192, 2.5712768554687497
[540], 0x002038, int, 0x0E98, 3736, 3.00955810546875
[541], 0x00203A, int, 0x0D7C, 3452, 2.7807495117187497
[542], 0x00203C, int, 0x09F3, 2547, 2.05162353515625
[543], 0x00203E, int, 0x0638, 1592, 1.28221435546875
[544], 0x002040, int, 0x04EA, 1258, 1.01312255859375
[545], 0x002042, int, 0x06BB, 1723, 1.38775634765625
[546], 0x002044, int, 0x0A96, 2710, 2.18294677734375
[547], 0x002046, int, 0x0DDD, 3549, 2.85889892578125
[548], 0x002048, int, 0x0E6E, 3694, 2.97572021484375
[549], 0x00204A, int, 0x0BE1, 3041, 2.44962158203125
[550], 0x00204C, int, 0x07EA, 2026, 1.63187255859375
[551], 0x00204E, int, 0x0527, 1319, 1.06226806640625
[552], 0x002050, int, 0x057C, 1404, 1.13074951171875
[553], 0x002052, int, 0x088F, 2191, 1.76480712890625
[554], 0x002054, int, 0x0C7C, 3196, 2.57449951171875
[555], 0x002056, int, 0x0E97, 3735, 3.00875244140625
[556], 0x002058, int, 0x0D6F, 3439, 2.77027587890625
[557], 0x00205A, int, 0x09E1, 2529, 2.03712158203125
[558], 0x00205C, int, 0x0638, 1592, 1.28221435546875
[559], 0x00205E, int, 0x04EA, 1258, 1.01312255859375
[560], 0x002060, int, 0x06C3, 1731, 1.39420166015625
[561], 0x002062, int, 0x0A8E, 2702, 2.17650146484375
[562], 0x002064, int, 0x0DE7, 3559, 2.86695556640625
[563], 0x002066, int, 0x0E70, 3696, 2.97733154296875
[564], 0x002068, int, 0x0BD8, 3032, 2.44237060546875
[565], 0x00206A, int, 0x07DC, 2012, 1.62059326171875
[566], 0x00206C, int, 0x051A, 1306, 1.0517944335937501
[567], 0x00206E, int, 0x056F, 1391, 1.1202758789062501
[568], 0x002070, int, 0x0896, 2198, 1.77044677734375
[569], 0x002072, int, 0x0C81, 3201, 2.57852783203125
[570], 0x002074, int, 0x0E96, 3734, 3.00794677734375
[571], 0x002076, int, 0x0D6C, 3436, 2.76785888671875
[572], 0x002078, int, 0x09D6, 2518, 2.02825927734375
[573], 0x00207A, int, 0x0631, 1585, 1.27657470703125
[574], 0x00207C, int, 0x04DF, 1247, 1.00426025390625
[575], 0x00207E, int, 0x06BB, 1723, 1.38775634765625
[576], 0x002080, int, 0x0AAC, 2732, 2.20067138671875
[577], 0x002082, int, 0x0DE3, 3555, 2.86373291015625
[578], 0x002084, int, 0x0E70, 3696, 2.97733154296875
[579], 0x002086, int, 0x0BD3, 3027, 2.43834228515625
[580], 0x002088, int, 0x07D8, 2008, 1.61737060546875
[581], 0x00208A, int, 0x0527, 1319, 1.06226806640625
[582], 0x00208C, int, 0x0573, 1395, 1.12349853515625
[583], 0x00208E, int, 0x089C, 2204, 1.77528076171875
[584], 0x002090, int, 0x0C88, 3208, 2.58416748046875
[585], 0x002092, int, 0x0E97, 3735, 3.00875244140625
[586], 0x002094, int, 0x0D6B, 3435, 2.76705322265625
[587], 0x002096, int, 0x09D7, 2519, 2.02906494140625
[588], 0x002098, int, 0x062F, 1583, 1.27496337890625
[589], 0x00209A, int, 0x04E0, 1248, 1.00506591796875
[590], 0x00209C, int, 0x06CE, 1742, 1.40306396484375
[591], 0x00209E, int, 0x0AA4, 2724, 2.19422607421875
[592], 0x0020A0, int, 0x0DE3, 3555, 2.86373291015625
[593], 0x0020A2, int, 0x0E6C, 3692, 2.9741088867187497
[594], 0x0020A4, int, 0x0BC7, 3015, 2.42867431640625
[595], 0x0020A6, int, 0x07CF, 1999, 1.61011962890625
[596], 0x0020A8, int, 0x0526, 1318, 1.06146240234375
[597], 0x0020AA, int, 0x057D, 1405, 1.13155517578125
[598], 0x0020AC, int, 0x0896, 2198, 1.77044677734375
[599], 0x0020AE, int, 0x0C80, 3200, 2.57772216796875
[600], 0x0020B0, int, 0x0E96, 3734, 3.00794677734375
[601], 0x0020B2, int, 0x0D6C, 3436, 2.76785888671875
[602], 0x0020B4, int, 0x09D6, 2518, 2.02825927734375
[603], 0x0020B6, int, 0x0637, 1591, 1.28140869140625
[604], 0x0020B8, int, 0x04E9, 1257, 1.01231689453125
[605], 0x0020BA, int, 0x06CB, 1739, 1.40064697265625
[606], 0x0020BC, int, 0x0AA4, 2724, 2.19422607421875
[607], 0x0020BE, int, 0x0DE7, 3559, 2.86695556640625
[608], 0x0020C0, int, 0x0E5D, 3677, 2.9620239257812497
[609], 0x0020C2, int, 0x0BD1, 3025, 2.43673095703125
[610], 0x0020C4, int, 0x07D8, 2008, 1.61737060546875
[611], 0x0020C6, int, 0x0521, 1313, 1.05743408203125
[612], 0x0020C8, int, 0x057D, 1405, 1.13155517578125
[613], 0x0020CA, int, 0x08A7, 2215, 1.78414306640625
[614], 0x0020CC, int, 0x0C8B, 3211, 2.58658447265625
[615], 0x0020CE, int, 0x0E93, 3731, 3.00552978515625
[616], 0x0020D0, int, 0x0D68, 3432, 2.7646362304687497
[617], 0x0020D2, int, 0x09C7, 2503, 2.01617431640625
[618], 0x0020D4, int, 0x062B, 1579, 1.27174072265625
[619], 0x0020D6, int, 0x04DF, 1247, 1.00426025390625
[620], 0x0020D8, int, 0x06D7, 1751, 1.41031494140625
[621], 0x0020DA, int, 0x0AAC, 2732, 2.20067138671875
[622], 0x0020DC, int, 0x0DEB, 3563, 2.87017822265625
[623], 0x0020DE, int, 0x0E5E, 3678, 2.96282958984375
[624], 0x0020E0, int, 0x0BCB, 3019, 2.43189697265625
[625], 0x0020E2, int, 0x07D6, 2006, 1.61575927734375
[626], 0x0020E4, int, 0x0523, 1315, 1.05904541015625
[627], 0x0020E6, int, 0x058C, 1420, 1.14364013671875
[628], 0x0020E8, int, 0x08A6, 2214, 1.78333740234375
[629], 0x0020EA, int, 0x0C88, 3208, 2.58416748046875
[630], 0x0020EC, int, 0x0E96, 3734, 3.00794677734375
[631], 0x0020EE, int, 0x0D64, 3428, 2.76141357421875
[632], 0x0020F0, int, 0x09BB, 2491, 2.00650634765625
[633], 0x0020F2, int, 0x062C, 1580, 1.27254638671875
[634], 0x0020F4, int, 0x04E6, 1254, 1.00989990234375
[635], 0x0020F6, int, 0x06D8, 1752, 1.41112060546875
[636], 0x0020F8, int, 0x0AB2, 2738, 2.20550537109375
[637], 0x0020FA, int, 0x0DF1, 3569, 2.87501220703125
[638], 0x0020FC, int, 0x0E5E, 3678, 2.96282958984375
[639], 0x0020FE, int, 0x0BBD, 3005, 2.42061767578125
[640], 0x002100, int, 0x07BF, 1983, 1.59722900390625
[641], 0x002102, int, 0x0523, 1315, 1.05904541015625
[642], 0x002104, int, 0x0575, 1397, 1.12510986328125
[643], 0x002106, int, 0x08A1, 2209, 1.77930908203125
[644], 0x002108, int, 0x0C89, 3209, 2.58497314453125
[645], 0x00210A, int, 0x0E97, 3735, 3.00875244140625
[646], 0x00210C, int, 0x0D5D, 3421, 2.75577392578125
[647], 0x00210E, int, 0x09C3, 2499, 2.01295166015625
[648], 0x002110, int, 0x0623, 1571, 1.26529541015625
[649], 0x002112, int, 0x04E6, 1254, 1.00989990234375
[650], 0x002114, int, 0x06EB, 1771, 1.42642822265625
[651], 0x002116, int, 0x0ABC, 2748, 2.21356201171875
[652], 0x002118, int, 0x0DF1, 3569, 2.87501220703125
[653], 0x00211A, int, 0x0E5E, 3678, 2.96282958984375
[654], 0x00211C, int, 0x0BC3, 3011, 2.42545166015625
[655], 0x00211E, int, 0x07C4, 1988, 1.60125732421875
[656], 0x002120, int, 0x0522, 1314, 1.05823974609375
[657], 0x002122, int, 0x057F, 1407, 1.13316650390625
[658], 0x002124, int, 0x08B6, 2230, 1.79622802734375
[659], 0x002126, int, 0x0C98, 3224, 2.59705810546875
[660], 0x002128, int, 0x0E96, 3734, 3.00794677734375
[661], 0x00212A, int, 0x0D64, 3428, 2.76141357421875
[662], 0x00212C, int, 0x09C2, 2498, 2.01214599609375
[663], 0x00212E, int, 0x0621, 1569, 1.26368408203125
[664], 0x002130, int, 0x04EA, 1258, 1.01312255859375
[665], 0x002132, int, 0x06D3, 1747, 1.40709228515625
[666], 0x002134, int, 0x0ABC, 2748, 2.21356201171875
[667], 0x002136, int, 0x0DF1, 3569, 2.87501220703125
[668], 0x002138, int, 0x0E5D, 3677, 2.9620239257812497
[669], 0x00213A, int, 0x0BB7, 2999, 2.41578369140625
[670], 0x00213C, int, 0x07C8, 1992, 1.60447998046875
[671], 0x00213E, int, 0x0523, 1315, 1.05904541015625
[672], 0x002140, int, 0x058D, 1421, 1.1444458007812501
[673], 0x002142, int, 0x08B5, 2229, 1.79542236328125
[674], 0x002144, int, 0x0C9D, 3229, 2.60108642578125
[675], 0x002146, int, 0x0E91, 3729, 3.00391845703125
[676], 0x002148, int, 0x0D5C, 3420, 2.75496826171875
[677], 0x00214A, int, 0x09B7, 2487, 2.00328369140625
[678], 0x00214C, int, 0x061B, 1563, 1.25885009765625
[679], 0x00214E, int, 0x04EA, 1258, 1.01312255859375
[680], 0x002150, int, 0x06D9, 1753, 1.41192626953125
[681], 0x002152, int, 0x0AB6, 2742, 2.20872802734375
[682], 0x002154, int, 0x0DF7, 3575, 2.87984619140625
[683], 0x002156, int, 0x0E5E, 3678, 2.96282958984375
[684], 0x002158, int, 0x0BAB, 2987, 2.40611572265625
[685], 0x00215A, int, 0x07BA, 1978, 1.59320068359375
[686], 0x00215C, int, 0x0526, 1318, 1.06146240234375
[687], 0x00215E, int, 0x058C, 1420, 1.14364013671875
[688], 0x002160, int, 0x08B7, 2231, 1.79703369140625
[689], 0x002162, int, 0x0CA0, 3232, 2.6035034179687497
[690], 0x002164, int, 0x0E96, 3734, 3.00794677734375
[691], 0x002166, int, 0x0D58, 3416, 2.75174560546875
[692], 0x002168, int, 0x09B6, 2486, 2.00247802734375
[693], 0x00216A, int, 0x0623, 1571, 1.26529541015625
[694], 0x00216C, int, 0x04EA, 1258, 1.01312255859375
[695], 0x00216E, int, 0x06DB, 1755, 1.41353759765625
[696], 0x002170, int, 0x0ABD, 2749, 2.21436767578125
[697], 0x002172, int, 0x0DF7, 3575, 2.87984619140625
[698], 0x002174, int, 0x0E5E, 3678, 2.96282958984375
[699], 0x002176, int, 0x0BB8, 3000, 2.41658935546875
[700], 0x002178, int, 0x07BD, 1981, 1.59561767578125
[701], 0x00217A, int, 0x0517, 1303, 1.04937744140625
[702], 0x00217C, int, 0x0584, 1412, 1.13719482421875
[703], 0x00217E, int, 0x08BE, 2238, 1.80267333984375
[704], 0x002180, int, 0x0C9B, 3227, 2.5994750976562497
[705], 0x002182, int, 0x0E97, 3735, 3.00875244140625
[706], 0x002184, int, 0x0D59, 3417, 2.7525512695312497
[707], 0x002186, int, 0x09B7, 2487, 2.00328369140625
[708], 0x002188, int, 0x0621, 1569, 1.26368408203125
[709], 0x00218A, int, 0x04DE, 1246, 1.0034545898437501
[710], 0x00218C, int, 0x06E9, 1769, 1.42481689453125
[711], 0x00218E, int, 0x0ACC, 2764, 2.22645263671875
[712], 0x002190, int, 0x0DFB, 3579, 2.88306884765625
[713], 0x002192, int, 0x0E5E, 3678, 2.96282958984375
[714], 0x002194, int, 0x0BAB, 2987, 2.40611572265625
[715], 0x002196, int, 0x07AF, 1967, 1.58433837890625
[716], 0x002198, int, 0x051A, 1306, 1.0517944335937501
[717], 0x00219A, int, 0x0589, 1417, 1.14122314453125
[718], 0x00219C, int, 0x08BE, 2238, 1.80267333984375
[719], 0x00219E, int, 0x0CA4, 3236, 2.60672607421875
[720], 0x0021A0, int, 0x0E9E, 3742, 3.0143920898437497
[721], 0x0021A2, int, 0x0D5C, 3420, 2.75496826171875
[722], 0x0021A4, int, 0x09B3, 2483, 2.00006103515625
[723], 0x0021A6, int, 0x0611, 1553, 1.25079345703125
[724], 0x0021A8, int, 0x04F0, 1264, 1.01795654296875
[725], 0x0021AA, int, 0x06EB, 1771, 1.42642822265625
[726], 0x0021AC, int, 0x0ACC, 2764, 2.22645263671875
[727], 0x0021AE, int, 0x0DFB, 3579, 2.88306884765625
[728], 0x0021B0, int, 0x0E5C, 3676, 2.96121826171875
[729], 0x0021B2, int, 0x0BAD, 2989, 2.40772705078125
[730], 0x0021B4, int, 0x07B0, 1968, 1.58514404296875
[731], 0x0021B6, int, 0x051F, 1311, 1.0558227539062501
[732], 0x0021B8, int, 0x0590, 1424, 1.14686279296875
[733], 0x0021BA, int, 0x08C3, 2243, 1.80670166015625
[734], 0x0021BC, int, 0x0CAD, 3245, 2.61397705078125
[735], 0x0021BE, int, 0x0EA1, 3745, 3.01680908203125
[736], 0x0021C0, int, 0x0D4C, 3404, 2.74207763671875
[737], 0x0021C2, int, 0x09B1, 2481, 1.99844970703125
[738], 0x0021C4, int, 0x0613, 1555, 1.25240478515625
[739], 0x0021C6, int, 0x04E7, 1255, 1.01070556640625
[740], 0x0021C8, int, 0x06ED, 1773, 1.42803955078125
[741], 0x0021CA, int, 0x0ACF, 2767, 2.22886962890625
[742], 0x0021CC, int, 0x0DEF, 3567, 2.8734008789062497
[743], 0x0021CE, int, 0x0E61, 3681, 2.96524658203125
[744], 0x0021D0, int, 0x0BAC, 2988, 2.40692138671875
[745], 0x0021D2, int, 0x07A7, 1959, 1.57789306640625
[746], 0x0021D4, int, 0x051B, 1307, 1.05260009765625
[747], 0x0021D6, int, 0x0594, 1428, 1.15008544921875
[748], 0x0021D8, int, 0x08D3, 2259, 1.81959228515625
[749], 0x0021DA, int, 0x0CB0, 3248, 2.61639404296875
[750], 0x0021DC, int, 0x0E9B, 3739, 3.01197509765625
[751], 0x0021DE, int, 0x0D51, 3409, 2.74610595703125
[752], 0x0021E0, int, 0x09A8, 2472, 1.99119873046875
[753], 0x0021E2, int, 0x0612, 1554, 1.25159912109375
[754], 0x0021E4, int, 0x04E7, 1255, 1.01070556640625
[755], 0x0021E6, int, 0x06EF, 1775, 1.42965087890625
[756], 0x0021E8, int, 0x0AD3, 2771, 2.23209228515625
[757], 0x0021EA, int, 0x0DFE, 3582, 2.8854858398437497
[758], 0x0021EC, int, 0x0E59, 3673, 2.95880126953125
[759], 0x0021EE, int, 0x0BA6, 2982, 2.40208740234375
[760], 0x0021F0, int, 0x07A9, 1961, 1.57950439453125
[761], 0x0021F2, int, 0x051B, 1307, 1.05260009765625
[762], 0x0021F4, int, 0x0594, 1428, 1.15008544921875
[763], 0x0021F6, int, 0x08CD, 2253, 1.81475830078125
[764], 0x0021F8, int, 0x0CA6, 3238, 2.60833740234375
[765], 0x0021FA, int, 0x0EA1, 3745, 3.01680908203125
[766], 0x0021FC, int, 0x0D52, 3410, 2.74691162109375
[767], 0x0021FE, int, 0x09A4, 2468, 1.98797607421875
[768], 0x002200, int, 0x060C, 1548, 1.24676513671875
[769], 0x002202, int, 0x04E0, 1248, 1.00506591796875
[770], 0x002204, int, 0x06F6, 1782, 1.43529052734375
[771], 0x002206, int, 0x0AD1, 2769, 2.23048095703125
[772], 0x002208, int, 0x0E08, 3592, 2.8935424804687497
[773], 0x00220A, int, 0x0E59, 3673, 2.95880126953125
[774], 0x00220C, int, 0x0B9E, 2974, 2.39564208984375
[775], 0x00220E, int, 0x07C1, 1985, 1.59884033203125
[776], 0x002210, int, 0x0515, 1301, 1.0477661132812501
[777], 0x002212, int, 0x0591, 1425, 1.14766845703125
[778], 0x002214, int, 0x08CB, 2251, 1.81314697265625
[779], 0x002216, int, 0x0CB3, 3251, 2.61881103515625
[780], 0x002218, int, 0x0E9D, 3741, 3.01358642578125
[781], 0x00221A, int, 0x0D49, 3401, 2.73966064453125
[782], 0x00221C, int, 0x099C, 2460, 1.98153076171875
[783], 0x00221E, int, 0x0607, 1543, 1.24273681640625
[784], 0x002220, int, 0x04E9, 1257, 1.01231689453125
[785], 0x002222, int, 0x0701, 1793, 1.44415283203125
[786], 0x002224, int, 0x0ADB, 2779, 2.23853759765625
[787], 0x002226, int, 0x0E03, 3587, 2.8895141601562497
[788], 0x002228, int, 0x0E4F, 3663, 2.95074462890625
[789], 0x00222A, int, 0x0B97, 2967, 2.39000244140625
[790], 0x00222C, int, 0x079C, 1948, 1.56903076171875
[791], 0x00222E, int, 0x051B, 1307, 1.05260009765625
[792], 0x002230, int, 0x059B, 1435, 1.15572509765625
[793], 0x002232, int, 0x08DA, 2266, 1.82523193359375
[794], 0x002234, int, 0x0CB8, 3256, 2.62283935546875
[795], 0x002236, int, 0x0E9E, 3742, 3.0143920898437497
[796], 0x002238, int, 0x0D48, 3400, 2.73885498046875
[797], 0x00223A, int, 0x0997, 2455, 1.97750244140625
[798], 0x00223C, int, 0x0608, 1544, 1.24354248046875
[799], 0x00223E, int, 0x04E5, 1253, 1.00909423828125
[800], 0x002240, int, 0x06F7, 1783, 1.43609619140625
[801], 0x002242, int, 0x0ADC, 2780, 2.23934326171875
[802], 0x002244, int, 0x0E03, 3587, 2.8895141601562497
[803], 0x002246, int, 0x0E4D, 3661, 2.94913330078125
[804], 0x002248, int, 0x0B99, 2969, 2.39161376953125
[805], 0x00224A, int, 0x07A2, 1954, 1.57386474609375
[806], 0x00224C, int, 0x0510, 1296, 1.0437377929687501
[807], 0x00224E, int, 0x059C, 1436, 1.1565307617187501
[808], 0x002250, int, 0x08DE, 2270, 1.82845458984375
[809], 0x002252, int, 0x0CC1, 3265, 2.63009033203125
[810], 0x002254, int, 0x0E9E, 3742, 3.0143920898437497
[811], 0x002256, int, 0x0D4C, 3404, 2.74207763671875
[812], 0x002258, int, 0x0992, 2450, 1.97347412109375
[813], 0x00225A, int, 0x0600, 1536, 1.23709716796875
[814], 0x00225C, int, 0x04F0, 1264, 1.01795654296875
[815], 0x00225E, int, 0x0701, 1793, 1.44415283203125
[816], 0x002260, int, 0x0AEC, 2796, 2.25223388671875
[817], 0x002262, int, 0x0E07, 3591, 2.89273681640625
[818], 0x002264, int, 0x0E54, 3668, 2.95477294921875
[819], 0x002266, int, 0x0B8B, 2955, 2.38033447265625
[820], 0x002268, int, 0x0794, 1940, 1.56258544921875
[821], 0x00226A, int, 0x050F, 1295, 1.04293212890625
[822], 0x00226C, int, 0x059D, 1437, 1.15733642578125
[823], 0x00226E, int, 0x08E6, 2278, 1.83489990234375
[824], 0x002270, int, 0x0CC1, 3265, 2.63009033203125
[825], 0x002272, int, 0x0EA1, 3745, 3.01680908203125
[826], 0x002274, int, 0x0D3D, 3389, 2.72999267578125
[827], 0x002276, int, 0x097F, 2431, 1.95816650390625
[828], 0x002278, int, 0x0601, 1537, 1.23790283203125
[829], 0x00227A, int, 0x04ED, 1261, 1.0155395507812501
[830], 0x00227C, int, 0x070B, 1803, 1.45220947265625
[831], 0x00227E, int, 0x0AE6, 2790, 2.24739990234375
[832], 0x002280, int, 0x0E09, 3593, 2.89434814453125
[833], 0x002282, int, 0x0E56, 3670, 2.95638427734375
[834], 0x002284, int, 0x0B8B, 2955, 2.38033447265625
[835], 0x002286, int, 0x079E, 1950, 1.57064208984375
[836], 0x002288, int, 0x0517, 1303, 1.04937744140625
[837], 0x00228A, int, 0x05A0, 1440, 1.15975341796875
[838], 0x00228C, int, 0x08E6, 2278, 1.83489990234375
[839], 0x00228E, int, 0x0CC4, 3268, 2.63250732421875
[840], 0x002290, int, 0x0EA2, 3746, 3.01761474609375
[841], 0x002292, int, 0x0D38, 3384, 2.72596435546875
[842], 0x002294, int, 0x0987, 2439, 1.96461181640625
[843], 0x002296, int, 0x0600, 1536, 1.23709716796875
[844], 0x002298, int, 0x04EA, 1258, 1.01312255859375
[845], 0x00229A, int, 0x0709, 1801, 1.45059814453125
[846], 0x00229C, int, 0x0AE4, 2788, 2.24578857421875
[847], 0x00229E, int, 0x0E13, 3603, 2.90240478515625
[848], 0x0022A0, int, 0x0E4D, 3661, 2.94913330078125
[849], 0x0022A2, int, 0x0B88, 2952, 2.37791748046875
[850], 0x0022A4, int, 0x0798, 1944, 1.56580810546875
[851], 0x0022A6, int, 0x0513, 1299, 1.04615478515625
[852], 0x0022A8, int, 0x05A9, 1449, 1.16700439453125
[853], 0x0022AA, int, 0x08E7, 2279, 1.83570556640625
[854], 0x0022AC, int, 0x0CC1, 3265, 2.63009033203125
[855], 0x0022AE, int, 0x0E9F, 3743, 3.01519775390625
[856], 0x0022B0, int, 0x0D2F, 3375, 2.71871337890625
[857], 0x0022B2, int, 0x0987, 2439, 1.96461181640625
[858], 0x0022B4, int, 0x05F7, 1527, 1.22984619140625
[859], 0x0022B6, int, 0x04F3, 1267, 1.02037353515625
[860], 0x0022B8, int, 0x0703, 1795, 1.44576416015625
[861], 0x0022BA, int, 0x0AEF, 2799, 2.25465087890625
