index, memory location, data type, hex value, dec, voltage
[113], 0x001CE2, int, 0x0E86, 3718, 2.99505615234375
[114], 0x001CE4, int, 0x0C4B, 3147, 2.5350219726562497
[115], 0x001CE6, int, 0x085E, 2142, 1.72532958984375
[116], 0x001CE8, int, 0x055D, 1373, 1.10577392578125
[117], 0x001CEA, int, 0x0544, 1348, 1.08563232421875
[118], 0x001CEC, int, 0x0817, 2071, 1.66812744140625
[119], 0x001CEE, int, 0x0C04, 3076, 2.47781982421875
[120], 0x001CF0, int, 0x0E78, 3704, 2.98377685546875
[121], 0x001CF2, int, 0x0DD0, 3536, 2.84842529296875
[122], 0x001CF4, int, 0x0A5B, 2651, 2.13541259765625
[123], 0x001CF6, int, 0x069A, 1690, 1.36116943359375
[124], 0x001CF8, int, 0x04E0, 1248, 1.00506591796875
[125], 0x001CFA, int, 0x0664, 1636, 1.31766357421875
[126], 0x001CFC, int, 0x0A22, 2594, 2.08948974609375
[127], 0x001CFE, int, 0x0D6E, 3438, 2.76947021484375
[128], 0x001D00, int, 0x0E87, 3719, 2.99586181640625
[129], 0x001D02, int, 0x0C38, 3128, 2.51971435546875
[130], 0x001D04, int, 0x0857, 2135, 1.71968994140625
[131], 0x001D06, int, 0x0554, 1364, 1.09852294921875
[132], 0x001D08, int, 0x053E, 1342, 1.08079833984375
[133], 0x001D0A, int, 0x081B, 2075, 1.67135009765625
[134], 0x001D0C, int, 0x0C0E, 3086, 2.48587646484375
[135], 0x001D0E, int, 0x0E81, 3713, 2.99102783203125
[136], 0x001D10, int, 0x0DBE, 3518, 2.83392333984375
[137], 0x001D12, int, 0x0A5E, 2654, 2.13782958984375
[138], 0x001D14, int, 0x0692, 1682, 1.35472412109375
[139], 0x001D16, int, 0x04E9, 1257, 1.01231689453125
[140], 0x001D18, int, 0x0662, 1634, 1.31605224609375
[141], 0x001D1A, int, 0x0A1C, 2588, 2.08465576171875
[142], 0x001D1C, int, 0x0DA4, 3492, 2.8129760742187497
[143], 0x001D1E, int, 0x0E89, 3721, 2.99747314453125
[144], 0x001D20, int, 0x0C47, 3143, 2.53179931640625
[145], 0x001D22, int, 0x085C, 2140, 1.72371826171875
[146], 0x001D24, int, 0x0554, 1364, 1.09852294921875
[147], 0x001D26, int, 0x0541, 1345, 1.08321533203125
[148], 0x001D28, int, 0x0824, 2084, 1.67860107421875
[149], 0x001D2A, int, 0x0C17, 3095, 2.49312744140625
[150], 0x001D2C, int, 0x0E7D, 3709, 2.98780517578125
[151], 0x001D2E, int, 0x0DC1, 3521, 2.83634033203125
[152], 0x001D30, int, 0x0A50, 2640, 2.12655029296875
[153], 0x001D32, int, 0x0691, 1681, 1.35391845703125
[154], 0x001D34, int, 0x04D8, 1240, 0.99862060546875
[155], 0x001D36, int, 0x0667, 1639, 1.32008056640625
[156], 0x001D38, int, 0x0A29, 2601, 2.09512939453125
[157], 0x001D3A, int, 0x0DA1, 3489, 2.81055908203125
[158], 0x001D3C, int, 0x0E8C, 3724, 2.99989013671875
[159], 0x001D3E, int, 0x0C37, 3127, 2.5189086914062497
[160], 0x001D40, int, 0x0848, 2120, 1.70760498046875
[161], 0x001D42, int, 0x0550, 1360, 1.09530029296875
[162], 0x001D44, int, 0x0545, 1349, 1.08643798828125
[163], 0x001D46, int, 0x0826, 2086, 1.68021240234375
[164], 0x001D48, int, 0x0C1B, 3099, 2.49635009765625
[165], 0x001D4A, int, 0x0E77, 3703, 2.98297119140625
[166], 0x001D4C, int, 0x0DBB, 3515, 2.83150634765625
[167], 0x001D4E, int, 0x0A37, 2615, 2.10640869140625
[168], 0x001D50, int, 0x0688, 1672, 1.34666748046875
[169], 0x001D52, int, 0x04DC, 1244, 1.00184326171875
[170], 0x001D54, int, 0x0673, 1651, 1.32974853515625
[171], 0x001D56, int, 0x0A28, 2600, 2.09432373046875
[172], 0x001D58, int, 0x0DA1, 3489, 2.81055908203125
[173], 0x001D5A, int, 0x0E86, 3718, 2.99505615234375
[174], 0x001D5C, int, 0x0C47, 3143, 2.53179931640625
[175], 0x001D5E, int, 0x0846, 2118, 1.70599365234375
[176], 0x001D60, int, 0x0553, 1363, 1.09771728515625
[177], 0x001D62, int, 0x0544, 1348, 1.08563232421875
[178], 0x001D64, int, 0x082E, 2094, 1.68665771484375
[179], 0x001D66, int, 0x0C1C, 3100, 2.49715576171875
[180], 0x001D68, int, 0x0E80, 3712, 2.9902221679687497
[181], 0x001D6A, int, 0x0DAE, 3502, 2.8210327148437497
[182], 0x001D6C, int, 0x0A53, 2643, 2.12896728515625
[183], 0x001D6E, int, 0x0688, 1672, 1.34666748046875
[184], 0x001D70, int, 0x04E6, 1254, 1.00989990234375
[185], 0x001D72, int, 0x066D, 1645, 1.32491455078125
[186], 0x001D74, int, 0x0A36, 2614, 2.10560302734375
[187], 0x001D76, int, 0x0DA8, 3496, 2.81619873046875
[188], 0x001D78, int, 0x0E86, 3718, 2.99505615234375
[189], 0x001D7A, int, 0x0C3E, 3134, 2.52454833984375
[190], 0x001D7C, int, 0x084E, 2126, 1.71243896484375
[191], 0x001D7E, int, 0x0558, 1368, 1.10174560546875
[192], 0x001D80, int, 0x0546, 1350, 1.08724365234375
[193], 0x001D82, int, 0x0829, 2089, 1.68262939453125
[194], 0x001D84, int, 0x0C1C, 3100, 2.49715576171875
[195], 0x001D86, int, 0x0E81, 3713, 2.99102783203125
[196], 0x001D88, int, 0x0DB0, 3504, 2.82264404296875
[197], 0x001D8A, int, 0x0A49, 2633, 2.12091064453125
[198], 0x001D8C, int, 0x0698, 1688, 1.35955810546875
[199], 0x001D8E, int, 0x04D9, 1241, 0.9994262695312499
[200], 0x001D90, int, 0x0674, 1652, 1.33055419921875
[201], 0x001D92, int, 0x0A27, 2599, 2.09351806640625
[202], 0x001D94, int, 0x0DAC, 3500, 2.81942138671875
[203], 0x001D96, int, 0x0E88, 3720, 2.99666748046875
[204], 0x001D98, int, 0x0C2D, 3117, 2.5108520507812497
[205], 0x001D9A, int, 0x0843, 2115, 1.70357666015625
[206], 0x001D9C, int, 0x0544, 1348, 1.08563232421875
[207], 0x001D9E, int, 0x0547, 1351, 1.0880493164062501
[208], 0x001DA0, int, 0x082B, 2091, 1.68424072265625
[209], 0x001DA2, int, 0x0C37, 3127, 2.5189086914062497
[210], 0x001DA4, int, 0x0E84, 3716, 2.99344482421875
[211], 0x001DA6, int, 0x0DB1, 3505, 2.82344970703125
[212], 0x001DA8, int, 0x0A44, 2628, 2.11688232421875
[213], 0x001DAA, int, 0x067B, 1659, 1.33619384765625
[214], 0x001DAC, int, 0x04E1, 1249, 1.00587158203125
[215], 0x001DAE, int, 0x066F, 1647, 1.32652587890625
[216], 0x001DB0, int, 0x0A37, 2615, 2.10640869140625
[217], 0x001DB2, int, 0x0DB2, 3506, 2.82425537109375
[218], 0x001DB4, int, 0x0E83, 3715, 2.99263916015625
[219], 0x001DB6, int, 0x0C32, 3122, 2.5148803710937497
[220], 0x001DB8, int, 0x083B, 2107, 1.69713134765625
[221], 0x001DBA, int, 0x054D, 1357, 1.09288330078125
[222], 0x001DBC, int, 0x054F, 1359, 1.09449462890625
[223], 0x001DBE, int, 0x083C, 2108, 1.69793701171875
[224], 0x001DC0, int, 0x0C27, 3111, 2.50601806640625
[225], 0x001DC2, int, 0x0E7C, 3708, 2.98699951171875
[226], 0x001DC4, int, 0x0DAB, 3499, 2.81861572265625
[227], 0x001DC6, int, 0x0A5F, 2655, 2.13863525390625
[228], 0x001DC8, int, 0x067E, 1662, 1.33861083984375
[229], 0x001DCA, int, 0x04D4, 1236, 0.9953979492187499
[230], 0x001DCC, int, 0x0677, 1655, 1.33297119140625
[231], 0x001DCE, int, 0x0A3C, 2620, 2.11043701171875
[232], 0x001DD0, int, 0x0DB6, 3510, 2.82747802734375
[233], 0x001DD2, int, 0x0E7D, 3709, 2.98780517578125
[234], 0x001DD4, int, 0x0C27, 3111, 2.50601806640625
[235], 0x001DD6, int, 0x0834, 2100, 1.69149169921875
[236], 0x001DD8, int, 0x054E, 1358, 1.09368896484375
[237], 0x001DDA, int, 0x054D, 1357, 1.09288330078125
[238], 0x001DDC, int, 0x0834, 2100, 1.69149169921875
[239], 0x001DDE, int, 0x0C2B, 3115, 2.50924072265625
[240], 0x001DE0, int, 0x0E7E, 3710, 2.98861083984375
[241], 0x001DE2, int, 0x0DA8, 3496, 2.81619873046875
[242], 0x001DE4, int, 0x0A3E, 2622, 2.11204833984375
[243], 0x001DE6, int, 0x067B, 1659, 1.33619384765625
[244], 0x001DE8, int, 0x04DE, 1246, 1.0034545898437501
[245], 0x001DEA, int, 0x0677, 1655, 1.33297119140625
[246], 0x001DEC, int, 0x0A3D, 2621, 2.11124267578125
[247], 0x001DEE, int, 0x0DB1, 3505, 2.82344970703125
[248], 0x001DF0, int, 0x0E7E, 3710, 2.98861083984375
[249], 0x001DF2, int, 0x0C28, 3112, 2.5068237304687497
[250], 0x001DF4, int, 0x083C, 2108, 1.69793701171875
[251], 0x001DF6, int, 0x0551, 1361, 1.0961059570312501
[252], 0x001DF8, int, 0x054F, 1359, 1.09449462890625
[253], 0x001DFA, int, 0x0846, 2118, 1.70599365234375
[254], 0x001DFC, int, 0x0C29, 3113, 2.50762939453125
[255], 0x001DFE, int, 0x0E77, 3703, 2.98297119140625
[256], 0x001E00, int, 0x0DA8, 3496, 2.81619873046875
[257], 0x001E02, int, 0x0A37, 2615, 2.10640869140625
[258], 0x001E04, int, 0x067B, 1659, 1.33619384765625
[259], 0x001E06, int, 0x04DE, 1246, 1.0034545898437501
[260], 0x001E08, int, 0x067B, 1659, 1.33619384765625
[261], 0x001E0A, int, 0x0A4E, 2638, 2.12493896484375
[262], 0x001E0C, int, 0x0DB9, 3513, 2.82989501953125
[263], 0x001E0E, int, 0x0E7E, 3710, 2.98861083984375
[264], 0x001E10, int, 0x0C0F, 3087, 2.4866821289062497
[265], 0x001E12, int, 0x0831, 2097, 1.68907470703125
[266], 0x001E14, int, 0x0547, 1351, 1.0880493164062501
[267], 0x001E16, int, 0x054E, 1358, 1.09368896484375
[268], 0x001E18, int, 0x0841, 2113, 1.70196533203125
[269], 0x001E1A, int, 0x0C2D, 3117, 2.5108520507812497
[270], 0x001E1C, int, 0x0E86, 3718, 2.99505615234375
[271], 0x001E1E, int, 0x0DA8, 3496, 2.81619873046875
[272], 0x001E20, int, 0x0A2F, 2607, 2.09996337890625
[273], 0x001E22, int, 0x0673, 1651, 1.32974853515625
[274], 0x001E24, int, 0x04DD, 1245, 1.00264892578125
[275], 0x001E26, int, 0x068B, 1675, 1.34908447265625
[276], 0x001E28, int, 0x0A44, 2628, 2.11688232421875
[277], 0x001E2A, int, 0x0DB1, 3505, 2.82344970703125
[278], 0x001E2C, int, 0x0E7E, 3710, 2.98861083984375
[279], 0x001E2E, int, 0x0C1D, 3101, 2.49796142578125
[280], 0x001E30, int, 0x082E, 2094, 1.68665771484375
[281], 0x001E32, int, 0x0543, 1347, 1.08482666015625
[282], 0x001E34, int, 0x054C, 1356, 1.0920776367187501
[283], 0x001E36, int, 0x084F, 2127, 1.71324462890625
[284], 0x001E38, int, 0x0C3B, 3131, 2.52213134765625
[285], 0x001E3A, int, 0x0E87, 3719, 2.99586181640625
[286], 0x001E3C, int, 0x0D9D, 3485, 2.80733642578125
[287], 0x001E3E, int, 0x0A23, 2595, 2.09029541015625
[288], 0x001E40, int, 0x066F, 1647, 1.32652587890625
[289], 0x001E42, int, 0x04DB, 1243, 1.00103759765625
[290], 0x001E44, int, 0x0688, 1672, 1.34666748046875
[291], 0x001E46, int, 0x0A4A, 2634, 2.12171630859375
[292], 0x001E48, int, 0x0DB9, 3513, 2.82989501953125
[293], 0x001E4A, int, 0x0E7F, 3711, 2.98941650390625
[294], 0x001E4C, int, 0x0C19, 3097, 2.4947387695312497
[295], 0x001E4E, int, 0x082F, 2095, 1.68746337890625
[296], 0x001E50, int, 0x053B, 1339, 1.07838134765625
[297], 0x001E52, int, 0x0556, 1366, 1.1001342773437501
[298], 0x001E54, int, 0x0847, 2119, 1.70679931640625
[299], 0x001E56, int, 0x0C3E, 3134, 2.52454833984375
[300], 0x001E58, int, 0x0E87, 3719, 2.99586181640625
[301], 0x001E5A, int, 0x0D9E, 3486, 2.80814208984375
[302], 0x001E5C, int, 0x0A2B, 2603, 2.09674072265625
[303], 0x001E5E, int, 0x066D, 1645, 1.32491455078125
[304], 0x001E60, int, 0x04DA, 1242, 1.00023193359375
[305], 0x001E62, int, 0x0688, 1672, 1.34666748046875
[306], 0x001E64, int, 0x0A56, 2646, 2.13138427734375
[307], 0x001E66, int, 0x0DC0, 3520, 2.83553466796875
[308], 0x001E68, int, 0x0E82, 3714, 2.99183349609375
[309], 0x001E6A, int, 0x0C24, 3108, 2.50360107421875
[310], 0x001E6C, int, 0x0822, 2082, 1.67698974609375
[311], 0x001E6E, int, 0x0543, 1347, 1.08482666015625
[312], 0x001E70, int, 0x0550, 1360, 1.09530029296875
[313], 0x001E72, int, 0x084B, 2123, 1.71002197265625
[314], 0x001E74, int, 0x0C4C, 3148, 2.53582763671875
[315], 0x001E76, int, 0x0E89, 3721, 2.99747314453125
[316], 0x001E78, int, 0x0D9E, 3486, 2.80814208984375
[317], 0x001E7A, int, 0x0A29, 2601, 2.09512939453125
[318], 0x001E7C, int, 0x0665, 1637, 1.31846923828125
[319], 0x001E7E, int, 0x04E0, 1248, 1.00506591796875
[320], 0x001E80, int, 0x068D, 1677, 1.35069580078125
[321], 0x001E82, int, 0x0A5F, 2655, 2.13863525390625
[322], 0x001E84, int, 0x0DC4, 3524, 2.83875732421875
[323], 0x001E86, int, 0x0E81, 3713, 2.99102783203125
[324], 0x001E88, int, 0x0C0D, 3085, 2.48507080078125
[325], 0x001E8A, int, 0x0820, 2080, 1.67537841796875
[326], 0x001E8C, int, 0x0543, 1347, 1.08482666015625
[327], 0x001E8E, int, 0x0553, 1363, 1.09771728515625
[328], 0x001E90, int, 0x085B, 2139, 1.72291259765625
[329], 0x001E92, int, 0x0C3E, 3134, 2.52454833984375
[330], 0x001E94, int, 0x0E81, 3713, 2.99102783203125
[331], 0x001E96, int, 0x0D9E, 3486, 2.80814208984375
[332], 0x001E98, int, 0x0A21, 2593, 2.08868408203125
[333], 0x001E9A, int, 0x0666, 1638, 1.31927490234375
[334], 0x001E9C, int, 0x04DF, 1247, 1.00426025390625
[335], 0x001E9E, int, 0x0694, 1684, 1.35633544921875
[336], 0x001EA0, int, 0x0A5C, 2652, 2.13621826171875
[337], 0x001EA2, int, 0x0DBD, 3517, 2.8331176757812497
[338], 0x001EA4, int, 0x0E7E, 3710, 2.98861083984375
[339], 0x001EA6, int, 0x0C11, 3089, 2.48829345703125
[340], 0x001EA8, int, 0x081A, 2074, 1.67054443359375
[341], 0x001EAA, int, 0x0547, 1351, 1.0880493164062501
[342], 0x001EAC, int, 0x0551, 1361, 1.0961059570312501
[343], 0x001EAE, int, 0x0857, 2135, 1.71968994140625
[344], 0x001EB0, int, 0x0C4C, 3148, 2.53582763671875
[345], 0x001EB2, int, 0x0E91, 3729, 3.00391845703125
[346], 0x001EB4, int, 0x0D8F, 3471, 2.79605712890625
[347], 0x001EB6, int, 0x0A20, 2592, 2.08787841796875
[348], 0x001EB8, int, 0x066B, 1643, 1.32330322265625
[349], 0x001EBA, int, 0x04D6, 1238, 0.9970092773437499
[350], 0x001EBC, int, 0x0698, 1688, 1.35955810546875
[351], 0x001EBE, int, 0x0A5F, 2655, 2.13863525390625
[352], 0x001EC0, int, 0x0DC9, 3529, 2.84278564453125
[353], 0x001EC2, int, 0x0E83, 3715, 2.99263916015625
[354], 0x001EC4, int, 0x0C0C, 3084, 2.48426513671875
[355], 0x001EC6, int, 0x0817, 2071, 1.66812744140625
[356], 0x001EC8, int, 0x053B, 1339, 1.07838134765625
[357], 0x001ECA, int, 0x0561, 1377, 1.10899658203125
[358], 0x001ECC, int, 0x0863, 2147, 1.72935791015625
[359], 0x001ECE, int, 0x0C53, 3155, 2.54146728515625
[360], 0x001ED0, int, 0x0E8C, 3724, 2.99989013671875
[361], 0x001ED2, int, 0x0D97, 3479, 2.80250244140625
[362], 0x001ED4, int, 0x0A0F, 2575, 2.07418212890625
[363], 0x001ED6, int, 0x065E, 1630, 1.31282958984375
[364], 0x001ED8, int, 0x04DB, 1243, 1.00103759765625
[365], 0x001EDA, int, 0x0697, 1687, 1.35875244140625
[366], 0x001EDC, int, 0x0A69, 2665, 2.14669189453125
[367], 0x001EDE, int, 0x0DBE, 3518, 2.83392333984375
[368], 0x001EE0, int, 0x0E6F, 3695, 2.97652587890625
[369], 0x001EE2, int, 0x0BFF, 3071, 2.47379150390625
[370], 0x001EE4, int, 0x080B, 2059, 1.65845947265625
[371], 0x001EE6, int, 0x053C, 1340, 1.07918701171875
[372], 0x001EE8, int, 0x0561, 1377, 1.10899658203125
[373], 0x001EEA, int, 0x085E, 2142, 1.72532958984375
[374], 0x001EEC, int, 0x0C4F, 3151, 2.53824462890625
[375], 0x001EEE, int, 0x0E7F, 3711, 2.98941650390625
[376], 0x001EF0, int, 0x0D99, 3481, 2.80411376953125
[377], 0x001EF2, int, 0x0A17, 2583, 2.08062744140625
[378], 0x001EF4, int, 0x0643, 1603, 1.29107666015625
[379], 0x001EF6, int, 0x04DC, 1244, 1.00184326171875
[380], 0x001EF8, int, 0x0697, 1687, 1.35875244140625
[381], 0x001EFA, int, 0x0A64, 2660, 2.14266357421875
[382], 0x001EFC, int, 0x0DC7, 3527, 2.8411743164062497
[383], 0x001EFE, int, 0x0E6F, 3695, 2.97652587890625
[384], 0x001F00, int, 0x0C09, 3081, 2.48184814453125
[385], 0x001F02, int, 0x0812, 2066, 1.66409912109375
[386], 0x001F04, int, 0x0536, 1334, 1.07435302734375
[387], 0x001F06, int, 0x0560, 1376, 1.1081909179687501
[388], 0x001F08, int, 0x0866, 2150, 1.73177490234375
[389], 0x001F0A, int, 0x0C4C, 3148, 2.53582763671875
[390], 0x001F0C, int, 0x0E7E, 3710, 2.98861083984375
[391], 0x001F0E, int, 0x0D9C, 3484, 2.80653076171875
[392], 0x001F10, int, 0x0A07, 2567, 2.06773681640625
[393], 0x001F12, int, 0x0658, 1624, 1.30799560546875
[394], 0x001F14, int, 0x04DE, 1246, 1.0034545898437501
[395], 0x001F16, int, 0x0694, 1684, 1.35633544921875
[396], 0x001F18, int, 0x0A70, 2672, 2.15233154296875
[397], 0x001F1A, int, 0x0DC9, 3529, 2.84278564453125
[398], 0x001F1C, int, 0x0E76, 3702, 2.9821655273437497
[399], 0x001F1E, int, 0x0BFD, 3069, 2.47218017578125
[400], 0x001F20, int, 0x0810, 2064, 1.66248779296875
[401], 0x001F22, int, 0x0533, 1331, 1.0719360351562501
[402], 0x001F24, int, 0x055D, 1373, 1.10577392578125
[403], 0x001F26, int, 0x0867, 2151, 1.73258056640625
[404], 0x001F28, int, 0x0C5B, 3163, 2.54791259765625
[405], 0x001F2A, int, 0x0E87, 3719, 2.99586181640625
[406], 0x001F2C, int, 0x0D94, 3476, 2.80008544921875
[407], 0x001F2E, int, 0x0A07, 2567, 2.06773681640625
[408], 0x001F30, int, 0x0653, 1619, 1.30396728515625
[409], 0x001F32, int, 0x04D7, 1239, 0.9978149414062499
[410], 0x001F34, int, 0x069B, 1691, 1.36197509765625
[411], 0x001F36, int, 0x0A6E, 2670, 2.15072021484375
[412], 0x001F38, int, 0x0DD8, 3544, 2.85487060546875
[413], 0x001F3A, int, 0x0E77, 3703, 2.98297119140625
[414], 0x001F3C, int, 0x0BFB, 3067, 2.47056884765625
[415], 0x001F3E, int, 0x07FE, 2046, 1.64798583984375
[416], 0x001F40, int, 0x0543, 1347, 1.08482666015625
[417], 0x001F42, int, 0x0564, 1380, 1.11141357421875
[418], 0x001F44, int, 0x0876, 2166, 1.74466552734375
[419], 0x001F46, int, 0x0C5C, 3164, 2.54871826171875
[420], 0x001F48, int, 0x0E8B, 3723, 2.99908447265625
[421], 0x001F4A, int, 0x0DA6, 3494, 2.81458740234375
[422], 0x001F4C, int, 0x0A01, 2561, 2.06290283203125
[423], 0x001F4E, int, 0x064D, 1613, 1.29913330078125
[424], 0x001F50, int, 0x04EA, 1258, 1.01312255859375
[425], 0x001F52, int, 0x06A1, 1697, 1.36680908203125
[426], 0x001F54, int, 0x0A76, 2678, 2.15716552734375
[427], 0x001F56, int, 0x0DDC, 3548, 2.85809326171875
